年度,区分,学科,時間割CD,履修期名,曜日,時限,科目名,単位,対象学年,教員名,校舎記号,校舎,教室名,教室,原本ファイル
2026,理工学部,建築学科,P41K,前期,木,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,小泉・伊藤　他,F,船橋校舎,819 826 829 341 342,341,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P41K,前期,木,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,小泉・伊藤　他,F,船橋校舎,819 826 829 341 342,342,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C42N,前期,木,3,建築設計Ⅰ {2}↓連続３時限,2,2,佐藤（慎）・田所　他,S,駿河台校舎,スタジオ（S701 S702 S705）,スタジオ（S701,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C42N,前期,木,3,建築設計Ⅰ {2}↓連続３時限,2,2,佐藤（慎）・田所　他,S,タワースコラ,スタジオ（S701 S702 S705）,S702,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C42N,前期,木,3,建築設計Ⅰ {2}↓連続３時限,2,2,佐藤（慎）・田所　他,S,タワースコラ,スタジオ（S701 S702 S705）,S705）,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C43M,前期,木,3,建築情報処理Ⅰ {1},1,2,秦･阿久戸・宮田,S,タワースコラ,S501,S501,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C43N,前期,木,3,都市計画Ⅱ {1},2,3,泉山　塁威,S,タワースコラ,S301,S301,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C43O,前期,木,3,建築構法Ⅱ {2},2,3,横山　陽平,S,タワースコラ,S401,S401,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43A,前期,木,3,英語ⅡA,1,1,金森　強,F,船橋校舎,1233,1233,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43B,前期,木,3,英語ⅡA,1,1,丸　聡弘,F,船橋校舎,1032,1032,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43C,前期,木,3,英語ⅡA,1,1,髙橋　比路史,F,船橋校舎,1141,1141,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43D,前期,木,3,英語ⅡA,1,1,島本　慎一朗,F,船橋校舎,1234,1234,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43E,前期,木,3,英語ⅡA,1,1,河口　英治,F,船橋校舎,1232,1232,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43F,前期,木,3,英語ⅡA,1,1,水戸　俊介,F,船橋校舎,1231,1231,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43G,前期,木,3,英語ⅡA,1,1,河口　伸子,F,船橋校舎,1133,1133,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43H,前期,木,3,英語ⅡA,1,1,松堂　啓子,F,船橋校舎,1043,1043,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43I,前期,木,3,英語ⅡA,1,1,水野　利紀,F,船橋校舎,1033,1033,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43J,前期,木,3,英語ⅡA,1,1,甲田　亜樹,F,船橋校舎,1042,1042,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43K,前期,木,3,英語ⅡA,1,1,小西　文香,F,船橋校舎,1022,1022,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43L,前期,木,3,英語ⅢA,1,2,生田　裕二,F,船橋校舎,1021,1021,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43M,前期,木,3,英語ⅢA,1,2,加藤　遼子,F,船橋校舎,1431,1431,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43N,前期,木,3,英語ⅢA,1,2,乙黒　麻記子,F,船橋校舎,1041,1041,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43O,前期,木,3,英語ⅢA,1,2,秋庭　大悟,F,船橋校舎,1432,1432,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43P,前期,木,3,英語ⅢA,1,2,常岡　亜希子,F,船橋校舎,1424,1424,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43Q,前期,木,3,English Communication Ⅰ,1,2,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,F,船橋校舎,1142,1142,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P43R,前期,木,3,English Communication Ⅰ,1,2,R･C・Lavey,F,船橋校舎,1143,1143,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C42N,前期,木,4,建築設計Ⅰ {2}↓連続３時限,2,2,佐藤（慎）・田所　他,S,駿河台校舎,スタジオ（S701 S702 S705）,スタジオ（S701,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C42N,前期,木,4,建築設計Ⅰ {2}↓連続３時限,2,2,佐藤（慎）・田所　他,S,タワースコラ,スタジオ（S701 S702 S705）,S702,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C42N,前期,木,4,建築設計Ⅰ {2}↓連続３時限,2,2,佐藤（慎）・田所　他,S,タワースコラ,スタジオ（S701 S702 S705）,S705）,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C44M,前期,木,4,建築構法Ⅱ {1},2,3,横山　陽平,S,タワースコラ,S301,S301,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C44N,前期,木,4,都市計画Ⅱ {2},2,3,泉山　塁威,S,タワースコラ,S401,S401,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C44A,前期,木,4,力と運動の物理学Ⅰ {A},2,1,安田　健人,F,船橋校舎,1041,1041,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C44B,前期,木,4,力と運動の物理学Ⅰ {B},2,1,佐々木　淳子,F,船橋校舎,1042,1042,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C44C,前期,木,4,力と運動の物理学Ⅰ {C},2,1,野手　順一,F,船橋校舎,1043,1043,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P44A,前期,木,4,ドイツ語Ⅰ,1,1,柳　武司,F,船橋校舎,1231,1231,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P44B,前期,木,4,ドイツ語Ⅰ,1,1,宮澤　義臣,F,船橋校舎,1233,1233,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P44C,前期,木,4,フランス語Ⅰ,1,1,森　佳子,F,船橋校舎,1032,1032,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P44D,前期,木,4,中国語Ⅰ,1,1,栗原　順子,F,船橋校舎,1021,1021,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P44E,前期,木,4,中国語Ⅰ,1,1,劉　建雲,F,船橋校舎,1022,1022,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P45A,前期,木,5,ドイツ語Ⅰ,1,1,柳　武司,F,船橋校舎,1231,1231,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P45B,前期,木,5,ドイツ語Ⅰ,1,1,宮澤　義臣,F,船橋校舎,1233,1233,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P45C,前期,木,5,フランス語Ⅰ,1,1,森　佳子,F,船橋校舎,1032,1032,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P45D,前期,木,5,中国語Ⅰ,1,1,栗原　順子,F,船橋校舎,1021,1021,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P45E,前期,木,5,中国語Ⅰ,1,1,劉　建雲,F,船橋校舎,1022,1022,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P45F,前期,木,5,中国語Ⅰ,1,1,賈　昕,F,船橋校舎,1023,1023,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U51A,前期,金,1,英語ⅢA,1,2,中村　文紀,S,タワースコラ,S502,S502,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U51B,前期,金,1,英語ⅢA,1,2,丸　聡弘,S,駿河台校舎,154,154,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U51C,前期,金,1,英語ⅢA,1,2,小西　文香,S,タワースコラ,S303,S303,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U51D,前期,金,1,英語ⅢA,1,2,河口　英治,S,駿河台校舎,151,151,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U51E,前期,金,1,英語ⅢA,1,2,佐久間　桃,S,タワースコラ,S203,S203,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U51F,前期,金,1,英語ⅢA,1,2,小中　秀彦,S,タワースコラ,S405,S405,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U51G,前期,金,1,English Communication Ⅰ,1,2,Campos T.O. Miguel,S,タワースコラ,S402,S402,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U51H,前期,金,1,English Communication Ⅰ,1,2,Darnell Ann Watson,S,タワースコラ,S604,S604,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,1,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,1,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,1,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,134,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,1,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,143,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,1,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,144,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,1,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,819,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,1,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,826,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,1,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,829,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,1,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,341,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,1,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,342,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C51A,前期,金,1,建築基礎実験 {1}↓連続２時限,1,1,宮里・秦　他,F,船橋校舎,1325,1325,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51C,前期,金,1,英語ⅢA,1,2,松堂　啓子,F,船橋校舎,1032,1032,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51D,前期,金,1,英語ⅢA,1,2,下村　美佳,F,船橋校舎,1043,1043,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51E,前期,金,1,英語ⅢA,1,2,乙黒　麻記子,F,船橋校舎,1232,1232,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51F,前期,金,1,英語ⅢA,1,2,桑山　啓子,F,船橋校舎,1011,1011,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51G,前期,金,1,英語ⅢA,1,2,鈴木　孝,F,船橋校舎,1201(PC演習室),1201,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51H,前期,金,1,English Communication Ⅰ,1,2,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,F,船橋校舎,1042,1042,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51I,前期,金,1,English Communication Ⅰ,1,2,ｼﾞｮﾅｻﾝ･ﾊﾘｿﾝ,F,船橋校舎,1231,1231,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52A,前期,金,2,歴史学 {I群},2,2,青木　学,S,タワースコラ,S401,S401,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52B,前期,金,2,文学 {I群},2,2,岸　規子,S,タワースコラ,S304,S304,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52C,前期,金,2,法学 {I群},2,2,天野　聖悦,S,駿河台校舎,852,852,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52D,前期,金,2,ことばと文化 {I群},2,2,柳　武司,S,駿河台校舎,143,143,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52E,前期,金,2,感性芸術学 {II群},2,2,勢力　尚雅,S,駿河台校舎,CSTﾎｰﾙ,CSTﾎｰﾙ,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52F,前期,金,2,哲学 {II群},2,2,雨宮　久美,S,駿河台校舎,171,171,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52G,前期,金,2,技術者倫理 {III群},2,2,佐々木　慎吾,S,タワースコラ,S405,S405,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52H,前期,金,2,科学技術と人間 {III群},2,2,工藤　怜之,S,駿河台校舎,132,132,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52I,前期,金,2,科学技術と経済 {III群},2,2,藤木　秀明,S,タワースコラ,S203,S203,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U52J,前期,金,2,知的財産権論 {III群},2,2,竹内　敏夫,S,駿河台校舎,133,133,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52O,前期,金,2,建築史Ⅲ {1},2,3,川嶋　勝,S,タワースコラ,S301,S301,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52P,前期,金,2,建築設計Ⅲ {2}↓連続３時限,2,3,佐藤（光）・小堤　他,S,駿河台校舎,スタジオ（S701 S702 S705）,スタジオ（S701,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52P,前期,金,2,建築設計Ⅲ {2}↓連続３時限,2,3,佐藤（光）・小堤　他,S,タワースコラ,スタジオ（S701 S702 S705）,S702,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52P,前期,金,2,建築設計Ⅲ {2}↓連続３時限,2,3,佐藤（光）・小堤　他,S,タワースコラ,スタジオ（S701 S702 S705）,S705）,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,134,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,143,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51A,前期,金,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,中原・岡田　他,F,船橋校舎,105 113 134 143 144,144,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,819,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,826,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,829,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,341,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P51B,前期,金,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,南澤・小泉　他,F,船橋校舎,819 826 829 341 342,342,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C51A,前期,金,2,建築基礎実験 {1}↓連続２時限,1,1,宮里・秦　他,F,船橋校舎,1325,1325,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52A,前期,金,2,デザイン基礎Ⅰ {2}↓連続３時限,2,1,二瓶・小島　他,F,船橋校舎,1434 14号館製図室,1434,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52A,前期,金,2,デザイン基礎Ⅰ {2}↓連続３時限,2,1,二瓶・小島　他,F,船橋校舎,1434 14号館製図室,14号館製図室,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U53A,前期,金,3,英語ⅢA,1,2,丸　聡弘,S,タワースコラ,S203,S203,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U53B,前期,金,3,英語ⅢA,1,2,小西　文香,S,タワースコラ,S303,S303,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U53C,前期,金,3,英語ⅢA,1,2,河口　英治,S,駿河台校舎,133,133,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U53D,前期,金,3,英語ⅢA,1,2,小中　秀彦,S,タワースコラ,S304,S304,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,U53E,前期,金,3,English Communication Ⅰ,1,2,Campos T.O. Miguel,S,タワースコラ,S402,S402,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52P,前期,金,3,建築設計Ⅲ {2}↓連続３時限,2,3,佐藤（光）・小堤　他,S,駿河台校舎,スタジオ（S701 S702 S705）,スタジオ（S701,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52P,前期,金,3,建築設計Ⅲ {2}↓連続３時限,2,3,佐藤（光）・小堤　他,S,タワースコラ,スタジオ（S701 S702 S705）,S702,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52P,前期,金,3,建築設計Ⅲ {2}↓連続３時限,2,3,佐藤（光）・小堤　他,S,タワースコラ,スタジオ（S701 S702 S705）,S705）,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C53M,前期,金,3,構造力学Ⅲ {1},2,3,宮里・廣石,S,タワースコラ,S301,S301,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,134,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,143,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,144,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,819,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,826,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,829,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,341,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,342,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52A,前期,金,3,デザイン基礎Ⅰ {2}↓連続３時限,2,1,二瓶・小島　他,F,船橋校舎,1434 14号館製図室,1434,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52A,前期,金,3,デザイン基礎Ⅰ {2}↓連続３時限,2,1,二瓶・小島　他,F,船橋校舎,1434 14号館製図室,14号館製図室,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53I,前期,金,3,英語ⅡA,1,1,秋庭　大悟,F,船橋校舎,1012,1012,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53J,前期,金,3,英語ⅡA,1,1,加藤　遼子,F,船橋校舎,1023,1023,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53K,前期,金,3,英語ⅡA,1,1,森下　早也香,F,船橋校舎,1021,1021,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53L,前期,金,3,英語ⅡA,1,1,乙黒　麻記子,F,船橋校舎,1031,1031,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53M,前期,金,3,英語ⅡA,1,1,木村　政則,F,船橋校舎,1022,1022,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53N,前期,金,3,英語ⅡA,1,1,桑山　啓子,F,船橋校舎,1013,1013,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C54M,前期,金,4,数理統計学Ⅰ,2,2,久保田　直樹,S,タワースコラ,S204,S204,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52P,前期,金,4,建築設計Ⅲ {2}↓連続３時限,2,3,佐藤（光）・小堤　他,S,駿河台校舎,スタジオ（S701 S702 S705）,スタジオ（S701,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
