年度,区分,学科,時間割CD,履修期名,曜日,時限,科目名,単位,対象学年,教員名,校舎記号,校舎,教室名,教室,原本ファイル
2026,理工学部,建築学科,C52P,前期,金,4,建築設計Ⅲ {2}↓連続３時限,2,3,佐藤（光）・小堤　他,S,タワースコラ,スタジオ（S701 S702 S705）,S702,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52P,前期,金,4,建築設計Ⅲ {2}↓連続３時限,2,3,佐藤（光）・小堤　他,S,タワースコラ,スタジオ（S701 S702 S705）,S705）,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C54O,前期,金,4,構造力学演習Ⅲ {1},1,3,宮里・廣石,S,タワースコラ,S301,S301,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,134,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,143,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53O,前期,金,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,勝木・伴　他,F,船橋校舎,105 113 134 143 144,144,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,4,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,819,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,4,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,826,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,4,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,829,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,4,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,341,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P53P,前期,金,4,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・大宅　他,F,船橋校舎,819 826 829 341 342,342,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52A,前期,金,4,デザイン基礎Ⅰ {2}↓連続３時限,2,1,二瓶・小島　他,F,船橋校舎,1434 14号館製図室,1434,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C52A,前期,金,4,デザイン基礎Ⅰ {2}↓連続３時限,2,1,二瓶・小島　他,F,船橋校舎,1434 14号館製図室,14号館製図室,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54A,前期,金,4,ドイツ語Ⅰ,1,1,柳　武司,F,船橋校舎,1231,1231,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54B,前期,金,4,ドイツ語Ⅰ,1,1,時田　伊津子,F,船橋校舎,1232,1232,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54C,前期,金,4,フランス語Ⅰ,1,1,石部　尚登,F,船橋校舎,1131,1131,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54D,前期,金,4,中国語Ⅰ,1,1,郭　海燕,F,船橋校舎,1032,1032,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54E,前期,金,4,中国語Ⅰ,1,1,星　健一,F,船橋校舎,1042,1042,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54F,前期,金,4,英語ⅡA,1,1,大須賀　寿子,F,船橋校舎,1011,1011,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54G,前期,金,4,英語ⅡA,1,1,堀　紳介,F,船橋校舎,1022,1022,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54H,前期,金,4,英語ⅡA,1,1,森下　早也香,F,船橋校舎,1021,1021,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54I,前期,金,4,英語ⅡA,1,1,齊藤　雄介,F,船橋校舎,1012,1012,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P54J,前期,金,4,英語ⅡA,1,1,石月　正伸,F,船橋校舎,1013,1013,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C55M,前期,金,5,建築構造実験 {再履修}↓連続２時限【年間】,1,8,宮里・田嶋,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C55N,前期,金,5,建築環境実験 {再履修}↓連続２時限【年間】,1,8,冨田・橋本　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P55A,前期,金,5,ドイツ語Ⅰ,1,1,柳　武司,F,船橋校舎,1231,1231,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P55B,前期,金,5,ドイツ語Ⅰ,1,1,時田　伊津子,F,船橋校舎,1232,1232,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P55C,前期,金,5,ドイツ語Ⅰ,1,1,宮澤　義臣,F,船橋校舎,1233,1233,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P55D,前期,金,5,フランス語Ⅰ,1,1,石部　尚登,F,船橋校舎,1131,1131,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P55E,前期,金,5,中国語Ⅰ,1,1,星　健一,F,船橋校舎,1042,1042,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P55F,前期,金,5,中国語Ⅰ,1,1,郭　海燕,F,船橋校舎,1023,1023,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P55G,前期,金,5,中国語Ⅰ,1,1,本間　直人,F,船橋校舎,1032,1032,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C55M,前期,金,6,建築構造実験 {再履修}↓連続２時限【年間】,1,8,宮里・田嶋,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C55N,前期,金,6,建築環境実験 {再履修}↓連続２時限【年間】,1,8,冨田・橋本　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C61M,前期,土,1,建築実験Ⅰ {1}↓連続２時限,1,2,中田・宮田　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C61O,前期,土,1,建築実験Ⅲ {1}↓連続２時限,1,3,橋本・宮里　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C61M,前期,土,2,建築実験Ⅰ {1}↓連続２時限,1,2,中田・宮田　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C61O,前期,土,2,建築実験Ⅲ {1}↓連続２時限,1,3,橋本・宮里　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C63M,前期,土,3,建築実験Ⅰ {2}↓連続２時限,1,2,中田・宮田　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C63O,前期,土,3,建築実験Ⅲ {2}↓連続２時限,1,3,橋本・宮里　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C63M,前期,土,4,建築実験Ⅰ {2}↓連続２時限,1,2,中田・宮田　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C63O,前期,土,4,建築実験Ⅲ {2}↓連続２時限,1,3,橋本・宮里　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C66M,前期,土,6,卒業研究・設計【年間】,6,4,冨田・井口　他,S,駿河台校舎,0000,0000,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C11O,後期,月,1,建築設備Ⅰ {1},2,2,蜂巣　浩生,S,タワースコラ,S301,S301,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C11P,後期,月,1,都市計画Ⅰ {2},2,2,宇於﨑　勝也,S,タワースコラ,S204,S204,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C11B,後期,月,1,初等構造力学 {後期隔週}↓連続２時限【後期隔週】,2,1,宮里・廣石,F,船橋校舎,1325,1325,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C11C,後期,月,1,建築デザインと歴史 {後期隔週}↓連続２時限【後期隔週】,2,1,田所・小島　他,F,船橋校舎,1325,1325,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C12O,後期,月,2,都市計画Ⅰ {1},2,2,宇於﨑　勝也,S,タワースコラ,S301,S301,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C12P,後期,月,2,建築設備Ⅰ {2},2,2,蜂巣　浩生,S,タワースコラ,S204,S204,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C12Q,後期,月,2,行政法規,2,3,竹田　智志,S,タワースコラ,S404,S404,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q12A,後期,月,2,健康の科学,1,1,北村　勝朗,F,船橋校舎,1012,1012,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C11B,後期,月,2,初等構造力学 {後期隔週}↓連続２時限【後期隔週】,2,1,宮里・廣石,F,船橋校舎,1325,1325,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C11C,後期,月,2,建築デザインと歴史 {後期隔週}↓連続２時限【後期隔週】,2,1,田所・小島　他,F,船橋校舎,1325,1325,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C13O,後期,月,3,建築計画Ⅱ {1},2,2,二瓶　士門,S,タワースコラ,S301,S301,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C13P,後期,月,3,建築材料Ⅱ {2},2,2,中田・宮田,S,タワースコラ,S204,S204,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C13S,後期,月,3,建築設計論Ⅱ,2,3,山中　新太郎,S,タワースコラ,S505,S505,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,134,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,143,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,144,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P13L,後期,月,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),819,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P13L,後期,月,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),826,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,P13L,後期,月,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),829,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13A,後期,月,3,倫理学 {I群},2,1,佐々木　慎吾,F,船橋校舎,1011,1011,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13B,後期,月,3,社会学 {I群},2,1,川島　安博,F,船橋校舎,1021,1021,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13C,後期,月,3,法学 {I群},2,1,天野　聖悦,F,船橋校舎,1013,1013,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13D,後期,月,3,ことばと文化 {I群},2,1,郭　海燕,F,船橋校舎,1012,1012,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13E,後期,月,3,経済学 {I群},2,1,藤木　秀明,F,船橋校舎,1023,1023,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13F,後期,月,3,哲学 {II群},2,1,谷田　雄毅,F,船橋校舎,1031,1031,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13G,後期,月,3,感性芸術学 {II群},2,1,勢力　尚雅,F,船橋校舎,1032,1032,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13H,後期,月,3,日本語表現の基礎 {II群},1,1,市川　浩昭,F,船橋校舎,1033,1033,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13I,後期,月,3,心理学 {II群},2,1,加藤　博己,F,船橋校舎,1041,1041,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13J,後期,月,3,技術者倫理 {III群},2,1,壁谷　彰慶,F,船橋校舎,1042,1042,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,Q13K,後期,月,3,科学技術史 {III群},2,1,青木　学,F,船橋校舎,1022,1022,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C14O,後期,月,4,建築材料Ⅱ {1},2,2,中田・宮田,S,タワースコラ,S301,S301,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,建築学科,C14P,後期,月,4,建築計画Ⅱ {2},2,2,二瓶　士門,S,タワースコラ,S204,S204,1_理工学部_03_建築学科_0_2026年_時間割表1面_20260402195323.xls
